<HEADER>
SWVersion,GTNumber,GTMark,AxleType,TyreDetails,DPRDate,DPRResult,DPRLength,AverageLength,OperatorOffset,SurveyName,TargetSpeed,WaterFilm,SurfaceCondition,Weather,AmbientTemperature,SurfaceTemperature,Operator,StartDate,StartTime,SurveyLength,Comments,Units,Filename
2.0.0.12,GT686,MK2,D,A91-221102,08-oct.-2024,0 ;805,1000,1,5,High Speed,50,0 ;25,,Pluie,18,12,C Malval,08/10/2024,11:26:30,972,Clermont 63 ligne 3 passage 1,M         ,63L3P1
<EMUSED>
EMid,EMIndex,EMName,EMDirection,EMLength,ILName,ILLevel,ILdescription
1,1,Single Carriageway,Continuous,0,Event,0 ;45,Single Carriageway
<RESULTS>
Chainage,GN,Load,Speed,Flow,EM Name,IL Level,Latitude,Longitude,Altitude,Quality,No. Satellites,GPSTime,Duration,EM Used
1,0.70,13.94,31.0,5.7,,0.00,?,?,?,?,?,?,0.105,
2,0.88,8.00,31.5,5.7,,0.00,?,?,?,?,?,?,0.261,
3,0.79,18.40,31.3,5.6,,0.00,?,?,?,?,?,?,0.423,
4,0.77,16.72,31.5,5.6,,0.00,?,?,?,?,?,?,0.423,
5,0.82,10.59,31.7,5.6,,0.00,?,?,?,?,?,?,0.574,
6,0.86,13.20,32.0,5.6,,0.00,?,?,?,?,?,?,0.725,
7,0.76,20.24,31.7,5.6,,0.00,?,?,?,?,?,?,0.891,
8,0.85,9.51,32.0,5.6,,0.00,?,?,?,?,?,?,0.891,
9,0.90,13.89,31.5,5.6,,0.00,?,?,?,?,?,?,1.043,
10,0.76,14.96,32.0,5.6,,0.00,?,?,?,?,?,?,1.043,
11,0.76,16.26,32.0,5.6,,0.00,?,?,?,?,?,?,1.200,
12,0.70,14.90,32.0,5.6,,0.00,?,?,?,?,?,?,1.365,
13,0.78,12.42,32.0,5.6,,0.00,?,?,?,?,?,?,1.365,
14,0.73,16.43,32.0,7.6,,0.00,?,?,?,?,?,?,1.526,
15,0.69,15.01,32.0,7.6,,0.00,?,?,?,?,?,?,1.689,
16,0.71,13.66,32.0,7.6,,0.00,?,?,?,?,?,?,1.840,
17,0.72,17.26,32.0,7.6,,0.00,?,?,?,?,?,?,1.840,
18,0.66,15.14,31.7,25.2,,0.00,?,?,?,?,?,?,2.001,
19,0.71,14.25,31.0,25.2,,0.00,?,?,?,?,?,?,2.153,
20,0.69,17.25,31.3,25.2,,0.00,?,?,?,?,?,?,2.310,
21,0.68,13.15,31.5,25.2,,0.00,?,?,?,?,?,?,2.310,
22,0.72,14.80,31.3,35.7,,0.00,?,?,?,?,?,?,2.473,
23,0.70,13.67,31.5,35.7,,0.00,?,?,?,?,?,?,2.635,
24,0.73,14.75,31.3,35.7,,0.00,?,?,?,?,?,?,2.635,
25,0.69,17.65,31.0,35.7,,0.00,?,?,?,?,?,?,2.798,
26,0.69,15.62,31.3,35.7,,0.00,?,?,?,?,?,?,2.951,
27,0.69,13.28,31.0,35.7,,0.00,?,?,?,?,?,?,2.951,
28,0.73,13.92,31.0,38.8,,0.00,?,?,?,?,?,?,3.109,
29,0.68,16.85,31.5,38.8,,0.00,?,?,?,?,?,?,3.261,
30,0.71,12.37,31.3,38.8,,0.00,?,?,?,?,?,?,3.413,
31,0.72,16.63,31.0,38.8,,0.00,?,?,?,?,?,?,3.413,
32,0.68,15.24,31.0,39.0,,0.00,?,?,?,?,?,?,3.573,
33,0.70,14.23,31.0,39.0,,0.00,?,?,?,?,?,?,3.730,
34,0.69,15.83,31.3,39.0,,0.00,?,?,?,?,?,?,3.881,
35,0.69,15.79,31.0,39.0,,0.00,?,?,?,?,?,?,3.881,
36,0.69,14.75,31.3,28.4,,0.00,?,?,?,?,?,?,4.044,
37,0.69,12.91,31.5,28.4,,0.00,?,?,?,?,?,?,4.206,
38,0.68,14.56,31.3,28.4,,0.00,?,?,?,?,?,?,4.206,
39,0.70,14.69,31.5,28.4,,0.00,?,?,?,?,?,?,4.370,
