<HEADER>
SWVersion,GTNumber,GTMark,AxleType,TyreDetails,DPRDate,DPRResult,DPRLength,AverageLength,OperatorOffset,SurveyName,TargetSpeed,WaterFilm,SurfaceCondition,Weather,AmbientTemperature,SurfaceTemperature,Operator,StartDate,StartTime,SurveyLength,Comments,Units,Filename
2.0.0.12,GT646,MK2,D,A92-230205,08-oct.-2024,0 ;796,1000,1,5,labo 63,30,0 ;25,,Pluie,0,0,C MALVAL,09/10/2024,09:24:22,940,materiel CLERMONT avec MK2 NEUF LYON LIGNE 2 PASSAGE 1,M         ,69L2P1
<EMUSED>
EMid,EMIndex,EMName,EMDirection,EMLength,ILName,ILLevel,ILdescription
<RESULTS>
Chainage,GN,Load,Speed,Flow,EM Name,IL Level,Latitude,Longitude,Altitude,Quality,No. Satellites,GPSTime,Duration,EM Used
1,0.57,19.24,31.0,0.0,,0.00,?,?,?,?,?,?,0.145,
2,0.53,17.82,30.7,0.0,,0.00,?,?,?,?,?,?,0.302,
3,0.51,8.41,34.0,0.0,,0.00,?,?,?,?,?,?,0.302,
4,0.56,26.47,30.7,0.0,,0.00,?,?,?,?,?,?,0.465,
5,0.63,11.12,31.0,0.0,,0.00,?,?,?,?,?,?,0.465,
6,0.34,0.62,31.7,0.0,,0.00,?,?,?,?,?,?,0.617,
7,0.42,1.25,32.0,0.0,,0.00,?,?,?,?,?,?,0.779,
8,0.75,21.19,34.0,0.0,,0.00,?,?,?,?,?,?,0.931,
9,0.52,24.87,31.0,0.0,,0.00,?,?,?,?,?,?,0.931,
10,0.61,8.92,31.3,0.0,,0.00,?,?,?,?,?,?,1.083,
11,0.74,17.02,31.0,0.0,,0.00,?,?,?,?,?,?,1.239,
12,0.71,16.77,31.0,0.0,,0.00,?,?,?,?,?,?,1.395,
13,0.70,13.77,31.5,0.0,,0.00,?,?,?,?,?,?,1.395,
14,0.69,15.01,31.3,0.0,,0.00,?,?,?,?,?,?,1.556,
15,0.72,13.35,31.0,0.0,,0.00,?,?,?,?,?,?,1.707,
16,0.67,16.94,31.0,0.0,,0.00,?,?,?,?,?,?,1.870,
17,0.69,14.01,31.0,0.0,,0.00,?,?,?,?,?,?,1.870,
18,0.66,16.77,31.0,0.0,,0.00,?,?,?,?,?,?,2.022,
19,0.68,15.43,31.0,0.0,,0.00,?,?,?,?,?,?,2.178,
20,0.67,16.07,31.3,0.0,,0.00,?,?,?,?,?,?,2.178,
21,0.72,13.37,31.0,0.0,,0.00,?,?,?,?,?,?,2.343,
22,0.70,18.45,31.3,0.0,,0.00,?,?,?,?,?,?,2.502,
23,0.68,13.20,31.0,0.0,,0.00,?,?,?,?,?,?,2.502,
24,0.71,16.17,31.0,0.0,,0.00,?,?,?,?,?,?,2.653,
25,0.65,16.65,31.0,0.0,,0.00,?,?,?,?,?,?,2.819,
26,0.68,14.36,31.0,0.0,,0.00,?,?,?,?,?,?,2.971,
27,0.71,16.82,31.0,0.0,,0.00,?,?,?,?,?,?,3.122,
28,0.72,15.99,31.0,0.0,,0.00,?,?,?,?,?,?,3.122,
29,0.70,16.35,31.0,0.0,,0.00,?,?,?,?,?,?,3.286,
30,0.71,13.79,31.0,0.0,,0.00,?,?,?,?,?,?,3.441,
31,0.72,16.12,31.0,0.0,,0.00,?,?,?,?,?,?,3.441,
32,0.73,13.30,31.5,0.0,,0.00,?,?,?,?,?,?,3.592,
33,0.73,17.21,31.0,0.0,,0.00,?,?,?,?,?,?,3.759,
34,0.71,13.77,31.0,0.0,,0.00,?,?,?,?,?,?,3.759,
35,0.72,16.63,31.0,0.0,,0.00,?,?,?,?,?,?,3.910,
36,0.71,14.57,31.0,0.0,,0.00,?,?,?,?,?,?,4.073,
37,0.73,16.89,31.0,0.0,,0.00,?,?,?,?,?,?,4.224,
38,0.69,15.53,31.0,0.0,,0.00,?,?,?,?,?,?,4.225,
39,0.72,14.33,31.0,0.0,,0.00,?,?,?,?,?,?,4.378,
40,0.72,15.94,31.0,0.0,,0.00,?,?,?,?,?,?,4.540,
41,0.72,14.49,31.0,0.0,,0.00,?,?,?,?,?,?,4.693,
42,0.72,16.67,31.0,0.0,,0.00,?,?,?,?,?,?,4.693,
43,0.72,14.85,31.0,0.0,,0.00,?,?,?,?,?,?,4.857,
44,0.71,15.43,31.0,0.0,,0.00,?,?,?,?,?,?,5.018,
45,0.74,16.23,31.0,0.0,,0.00,?,?,?,?,?,?,5.018,
46,0.75,15.82,31.0,0.0,,0.00,?,?,?,?,?,?,5.171,
47,0.74,16.22,31.0,0.0,,0.00,?,?,?,?,?,?,5.328,
48,0.75,12.54,31.0,0.0,,0.00,?,?,?,?,?,?,5.489,
49,0.76,17.08,31.0,0.0,,0.00,?,?,?,?,?,?,5.489,
50,0.69,13.81,31.0,0.0,,0.00,?,?,?,?,?,?,5.648,
51,0.78,15.50,31.0,0.0,,0.00,?,?,?,?,?,?,5.799,
52,0.70,16.31,31.0,0.0,,0.00,?,?,?,?,?,?,5.799,
53,0.73,12.86,31.0,0.0,,0.00,?,?,?,?,?,?,5.960,
54,0.72,17.63,31.0,0.0,,0.00,?,?,?,?,?,?,6.112,
55,0.67,15.04,31.0,0.0,,0.00,?,?,?,?,?,?,6.273,
56,0.62,16.58,31.0,0.0,,0.00,?,?,?,?,?,?,6.273,
57,0.63,14.49,31.0,0.0,,0.00,?,?,?,?,?,?,6.428,START@57.0m
58,0.65,19.19,31.0,0.0,,0.00,?,?,?,?,?,?,6.592,
59,0.56,14.51,31.0,0.0,,0.00,?,?,?,?,?,?,6.753,
60,0.52,14.21,31.0,0.0,,0.00,?,?,?,?,?,?,6.753,
61,0.52,16.97,31.0,0.0,,0.00,?,?,?,?,?,?,6.910,
62,0.55,13.94,31.0,0.0,,0.00,?,?,?,?,?,?,6.910,
63,0.57,16.71,31.0,0.0,,0.00,?,?,?,?,?,?,7.065,
64,0.52,14.08,31.0,0.0,,0.00,?,?,?,?,?,?,7.227,
