abscisses;CFT
10;62
20;65
30;60
40;58
50;60
60;56
70;62
80;58
90;74
100;79
110;77
120;76
130;80
140;79
150;83
160;74
170;73
180;75
190;83
200;80
210;78
220;76
230;90
240;81
250;85
260;86
270;83
280;79
290;79
300;83
310;78
320;51
330;59
340;62
350;78
360;78
370;71
380;71
390;77
400;66
410;48
420;53
430;55
440;56
450;56
460;55
470;57
480;59
490;60
500;59
510;65
520;60
530;62
540;59
550;57
560;55
570;55
580;54
590;51
600;62
610;66
620;64
630;7
640;-3
650;-1
660;-1
670;
;
;
;
;
;80
;
;
;58
