abscisses;CFT
10;65
20;61
30;60
40;58
50;59
60;57
70;64
80;60
90;75
100;75
110;76
120;79
130;81
140;77
150;78
160;72
170;72
180;73
190;79
200;82
210;79
220;75
230;86
240;84
250;87
260;80
270;84
280;82
290;79
300;79
310;74
320;45
330;61
340;64
350;74
360;71
370;69
380;69
390;73
400;69
410;50
420;53
430;52
440;52
450;53
460;53
470;52
480;53
490;59
500;61
510;59
520;57
530;60
540;59
550;56
560;53
570;54
580;47
590;49
600;64
610;62
620;67
630;25
640;-1
650;0
660;0
670;
;
;
;
;
;79
;
;
;56
