abscisses;CFT
10;66
20;64
30;62
40;59
50;56
60;56
70;58
80;60
90;70
100;78
110;75
120;78
130;82
140;78
150;77
160;77
170;76
180;73
190;74
200;75
210;74
220;69
230;83
240;87
250;86
260;83
270;83
280;84
290;84
300;81
310;75
320;45
330;67
340;60
350;73
360;75
370;71
380;73
390;72
400;71
410;45
420;51
430;54
440;56
450;53
460;52
470;56
480;53
490;54
500;56
510;60
520;54
530;55
540;57
550;57
560;52
570;51
580;51
590;62
600;75
610;61
620;60
630;63
640;11
650;-1
660;0
670;0
