<HEADER>
SWVersion,GTNumber,GTMark,AxleType,TyreDetails,DPRDate,DPRResult,DPRLength,AverageLength,OperatorOffset,SurveyName,TargetSpeed,WaterFilm,SurfaceCondition,Weather,AmbientTemperature,SurfaceTemperature,Operator,StartDate,StartTime,SurveyLength,Comments,Units,Filename
2.0.0.12,GT686,MK2,D,A91-221102,08-oct.-2024,0 ;805,1000,1,5,labo 63,30,0 ;25,,Clair et calme,19,12,C MALVAL,08/10/2024,15:10:31,972,Clermont 63 Ligne 2 passage 4,M         ,63L2P4
<EMUSED>
EMid,EMIndex,EMName,EMDirection,EMLength,ILName,ILLevel,ILdescription
<RESULTS>
Chainage,GN,Load,Speed,Flow,EM Name,IL Level,Latitude,Longitude,Altitude,Quality,No. Satellites,GPSTime,Duration,EM Used
100,0.80,14.16,31.0,6.0,,0.00,?,?,?,?,?,?,11.360,
101,0.79,15.35,31.0,6.0,,0.00,?,?,?,?,?,?,11.360,
102,0.78,15.39,31.0,6.0,,0.00,?,?,?,?,?,?,11.527,
103,0.78,15.23,31.0,6.0,,0.00,?,?,?,?,?,?,11.693,
104,0.79,14.52,31.0,6.0,,0.00,?,?,?,?,?,?,11.851,
105,0.78,14.77,31.0,6.0,,0.00,?,?,?,?,?,?,11.851,
106,0.78,14.34,31.0,6.0,,0.00,?,?,?,?,?,?,12.014,
107,0.77,14.13,31.0,6.0,,0.00,?,?,?,?,?,?,12.166,
108,0.79,13.87,31.0,6.0,,0.00,?,?,?,?,?,?,12.333,
109,0.80,14.72,31.0,6.0,,0.00,?,?,?,?,?,?,12.333,
110,0.78,16.09,31.0,6.0,,0.00,?,?,?,?,?,?,12.485,
111,0.77,15.67,31.0,6.0,,0.00,?,?,?,?,?,?,12.642,
112,0.78,14.31,31.0,6.0,,0.00,?,?,?,?,?,?,12.642,
113,0.78,14.82,31.0,6.0,,0.00,?,?,?,?,?,?,12.805,
114,0.79,14.91,31.0,6.0,,0.00,?,?,?,?,?,?,12.967,
115,0.77,15.67,31.0,6.0,,0.00,?,?,?,?,?,?,12.967,
116,0.78,15.62,31.0,6.0,,0.00,?,?,?,?,?,?,13.119,
117,0.77,14.99,31.0,5.9,,0.00,?,?,?,?,?,?,13.278,
118,0.78,15.88,31.0,5.9,,0.00,?,?,?,?,?,?,13.430,
119,0.78,15.55,31.0,5.9,,0.00,?,?,?,?,?,?,13.430,
120,0.78,15.70,31.0,5.9,,0.00,?,?,?,?,?,?,13.592,
121,0.75,14.74,31.0,5.9,,0.00,?,?,?,?,?,?,13.744,
122,0.78,13.90,31.0,6.0,,0.00,?,?,?,?,?,?,13.906,
123,0.77,14.87,31.0,6.0,,0.00,?,?,?,?,?,?,13.906,
124,0.78,14.60,31.0,6.0,,0.00,?,?,?,?,?,?,14.058,
125,0.79,15.16,31.0,6.0,,0.00,?,?,?,?,?,?,14.211,
126,0.80,14.16,31.0,6.0,,0.00,?,?,?,?,?,?,14.211,
127,0.80,14.25,31.0,6.1,,0.00,?,?,?,?,?,?,14.371,
128,0.80,14.57,31.0,6.1,,0.00,?,?,?,?,?,?,14.538,
129,0.79,15.53,31.0,6.1,,0.00,?,?,?,?,?,?,14.698,
130,0.78,15.60,31.0,6.1,,0.00,?,?,?,?,?,?,14.698,
131,0.78,15.86,31.0,5.9,,0.00,?,?,?,?,?,?,14.857,
132,0.79,14.72,31.0,5.9,,0.00,?,?,?,?,?,?,15.008,
133,0.79,14.98,31.0,5.9,,0.00,?,?,?,?,?,?,15.009,
134,0.79,12.84,31.0,5.9,,0.00,?,?,?,?,?,?,15.170,
135,0.82,14.96,31.0,5.9,,0.00,?,?,?,?,?,?,15.322,
136,0.77,15.48,31.0,5.9,,0.00,?,?,?,?,?,?,15.322,
137,0.81,15.29,31.0,5.9,,0.00,?,?,?,?,?,?,15.485,
138,0.78,15.84,31.0,5.9,,0.00,?,?,?,?,?,?,15.649,
139,0.80,13.28,31.0,5.9,,0.00,?,?,?,?,?,?,15.809,
140,0.79,15.43,31.0,5.9,,0.00,?,?,?,?,?,?,15.810,
141,0.79,14.43,31.0,5.9,,0.00,?,?,?,?,?,?,15.962,
142,0.79,15.45,31.0,5.9,,0.00,?,?,?,?,?,?,16.118,
